Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range,covid_cases,covid_deaths
Symptoms of Anxiety Disorder,By State,virginia,Virginia,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,28.5,25.4,31.8,25.4 - 31.8,27.9 - 30.3,4697.0,171.0
Symptoms of Anxiety Disorder,By State,washington,Washington,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,30.6,27.7,33.7,27.7 - 33.7,30.4 - 31.6,1670.0,94.0
Symptoms of Anxiety Disorder,By State,west virginia,West Virginia,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,28.8,24.0,33.9,24.0 - 33.9,27.9 - 30.3,168.0,11.0
Symptoms of Anxiety Disorder,By State,wisconsin,Wisconsin,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,27.1,24.1,30.2,24.1 - 30.2,21.7 - 27.8,1675.0,75.0
Symptoms of Anxiety Disorder,By State,wyoming,Wyoming,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,24.9,21.0,29.2,21.0 - 29.2,21.7 - 27.8,101.0,1.0
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,united states,United States,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,35.9,35.0,36.8,35.0 - 36.8,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,united states,18 - 29 years,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,46.8,44.3,49.3,44.3 - 49.3,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,united states,30 - 39 years,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,39.6,37.7,41.5,37.7 - 41.5,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,united states,40 - 49 years,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,38.9,37.2,40.7,37.2 - 40.7,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,united states,50 - 59 years,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,35.8,34.0,37.7,34.0 - 37.7,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,united states,60 - 69 years,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,28.9,27.6,30.3,27.6 - 30.3,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,united states,70 - 79 years,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,21.5,19.3,23.7,19.3 - 23.7,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,united states,80 years and above,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,21.1,15.6,27.5,15.6 - 27.5,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,united states,Male,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,31.0,29.6,32.3,29.6 - 32.3,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,united states,Female,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,40.7,39.7,41.6,39.7 - 41.6,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,united states,Hispanic or Latino,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,42.7,39.7,45.7,39.7 - 45.7,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,united states,"Non-Hispanic White, single race",1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,33.6,32.7,34.4,32.7 - 34.4,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,united states,"Non-Hispanic Black, single race",1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,38.9,36.4,41.4,36.4 - 41.4,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,united states,"Non-Hispanic Asian, single race",1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,31.9,28.5,35.4,28.5 - 35.4,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,united states,"Non-Hispanic, other races and multiple races",1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,43.9,39.8,48.1,39.8 - 48.1,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,united states,Less than a high school diploma,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,45.4,40.3,50.5,40.3 - 50.5,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,united states,High school diploma or GED,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,36.7,35.2,38.2,35.2 - 38.2,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,united states,Some college/Associate's degree,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,38.5,36.9,40.0,36.9 - 40.0,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,united states,Bachelor's degree or higher,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,30.7,29.8,31.5,29.8 - 31.5,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,alabama,Alabama,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,30.3,24.8,36.2,24.8 - 36.2,25.6 - 33.3,1287.0,62.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,alaska,Alaska,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,31.5,28.8,34.4,28.8 - 34.4,25.6 - 33.3,18.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,arizona,Arizona,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,36.4,32.3,40.7,32.3 - 40.7,34.8 - 36.7,1736.0,77.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,arkansas,Arkansas,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,38.0,33.1,43.1,33.1 - 43.1,36.8 - 41.4,699.0,17.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,california,California,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,37.4,34.2,40.6,34.2 - 40.6,36.8 - 41.4,11112.0,516.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,colorado,Colorado,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,35.9,32.3,39.7,32.3 - 39.7,34.8 - 36.7,4394.0,231.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,connecticut,Connecticut,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,40.2,35.3,45.3,35.3 - 45.3,36.8 - 41.4,5282.0,629.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,delaware,Delaware,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,34.7,30.4,39.3,30.4 - 39.3,33.4 - 34.7,1418.0,88.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,district of columbia,District of Columbia,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,37.6,34.1,41.3,34.1 - 41.3,36.8 - 41.4,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,florida,Florida,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,36.8,33.9,39.8,33.9 - 39.8,36.8 - 41.4,6048.0,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,georgia,Georgia,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,36.2,31.8,40.7,31.8 - 40.7,34.8 - 36.7,4558.0,251.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,hawaii,Hawaii,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,37.0,31.4,42.9,31.4 - 42.9,36.8 - 41.4,32.0,1.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,idaho,Idaho,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,33.3,29.9,36.8,29.9 - 36.8,25.6 - 33.3,187.0,9.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,illinois,Illinois,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,36.6,32.7,40.7,32.7 - 40.7,34.8 - 36.7,15243.0,649.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,indiana,Indiana,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,37.8,33.5,42.4,33.5 - 42.4,36.8 - 41.4,4727.0,278.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,iowa,Iowa,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,28.2,24.6,32.1,24.6 - 32.1,25.6 - 33.3,3097.0,58.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,kansas,Kansas,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,32.5,28.4,36.9,28.4 - 36.9,25.6 - 33.3,1464.0,23.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,kentucky,Kentucky,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,36.4,32.5,40.4,32.5 - 40.4,34.8 - 36.7,1149.0,49.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,louisiana,Louisiana,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,38.9,34.3,43.7,34.3 - 43.7,36.8 - 41.4,2407.0,366.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,maine,Maine,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,34.3,30.6,38.1,30.6 - 38.1,33.4 - 34.7,148.0,13.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,maryland,Maryland,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,32.9,29.3,36.6,29.3 - 36.6,25.6 - 33.3,6075.0,378.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,massachusetts,Massachusetts,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,40.6,36.9,44.4,36.9 - 44.4,36.8 - 41.4,13468.0,1224.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,michigan,Michigan,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,39.4,35.8,43.1,35.8 - 43.1,36.8 - 41.4,6968.0,882.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,minnesota,Minnesota,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,32.4,29.1,35.9,29.1 - 35.9,25.6 - 33.3,1922.0,187.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,mississippi,Mississippi,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,34.5,28.8,40.5,28.8 - 40.5,33.4 - 34.7,1667.0,58.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,missouri,Missouri,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,35.2,30.2,40.4,30.2 - 40.4,34.8 - 36.7,1359.0,138.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,montana,Montana,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,27.3,23.5,31.4,23.5 - 31.4,25.6 - 33.3,12.0,2.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,nebraska,Nebraska,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,28.6,24.9,32.7,24.9 - 32.7,25.6 - 33.3,2089.0,45.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,nevada,Nevada,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,34.8,30.4,39.4,30.4 - 39.4,34.8 - 36.7,853.0,59.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,new hampshire,New Hampshire,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,34.8,30.6,39.2,30.6 - 39.2,34.8 - 36.7,470.0,12.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,new jersey,New Jersey,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,37.6,34.2,41.1,34.2 - 41.1,36.8 - 41.4,20451.0,1847.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,new mexico,New Mexico,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,34.6,29.9,39.7,29.9 - 39.7,33.4 - 34.7,1003.0,41.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,new york,New York,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,41.4,36.7,46.1,36.7 - 46.1,36.8 - 41.4,19454.0,1350.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,north carolina,North Carolina,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,34.6,29.4,40.1,29.4 - 40.1,33.4 - 34.7,2979.0,127.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,north dakota,North Dakota,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,27.7,23.8,31.9,23.8 - 31.9,25.6 - 33.3,354.0,8.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,ohio,Ohio,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,35.1,31.7,38.7,31.7 - 38.7,34.8 - 36.7,3183.0,311.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,oklahoma,Oklahoma,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,34.1,29.6,38.8,29.6 - 38.8,33.4 - 34.7,580.0,44.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,oregon,Oregon,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,36.8,33.2,40.6,33.2 - 40.6,36.8 - 41.4,387.0,23.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,pennsylvania,Pennsylvania,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,35.1,31.7,38.7,31.7 - 38.7,34.8 - 36.7,9949.0,840.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,rhode island,Rhode Island,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,34.4,29.9,39.1,29.9 - 39.1,33.4 - 34.7,2259.0,77.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,south carolina,South Carolina,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,33.3,29.4,37.4,29.4 - 37.4,25.6 - 33.3,1122.0,91.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,south dakota,South Dakota,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,25.6,20.5,31.1,20.5 - 31.1,25.6 - 33.3,516.0,4.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,tennessee,Tennessee,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,33.4,28.0,39.3,28.0 - 39.3,33.4 - 34.7,2657.0,29.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,texas,Texas,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,34.9,30.8,39.2,30.8 - 39.2,34.8 - 36.7,6041.0,193.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,utah,Utah,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,34.7,31.1,38.4,31.1 - 38.4,33.4 - 34.7,1032.0,13.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,vermont,Vermont,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,33.9,28.5,39.6,28.5 - 39.6,33.4 - 34.7,39.0,10.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,virginia,Virginia,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,33.7,30.3,37.2,30.3 - 37.2,33.4 - 34.7,4697.0,171.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,washington,Washington,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,35.0,32.2,37.8,32.2 - 37.8,34.8 - 36.7,1670.0,94.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,west virginia,West Virginia,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,34.3,29.5,39.3,29.5 - 39.3,33.4 - 34.7,168.0,11.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,wisconsin,Wisconsin,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,31.1,28.1,34.3,28.1 - 34.3,25.6 - 33.3,1675.0,75.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,wyoming,Wyoming,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,31.0,26.4,35.8,26.4 - 35.8,25.6 - 33.3,101.0,1.0
Symptoms of Depressive Disorder,National Estimate,united states,United States,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,24.1,23.0,25.2,23.0 - 25.2,,0.0,0.0
Symptoms of Depressive Disorder,By Age,united states,18 - 29 years,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,36.2,32.2,40.2,32.2 - 40.2,,0.0,0.0
Symptoms of Depressive Disorder,By Age,united states,30 - 39 years,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,27.7,25.7,29.8,25.7 - 29.8,,0.0,0.0
Symptoms of Depressive Disorder,By Age,united states,40 - 49 years,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,25.5,23.1,28.0,23.1 - 28.0,,0.0,0.0
Symptoms of Depressive Disorder,By Age,united states,50 - 59 years,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,24.1,22.0,26.2,22.0 - 26.2,,0.0,0.0
Symptoms of Depressive Disorder,By Age,united states,60 - 69 years,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,17.6,15.7,19.6,15.7 - 19.6,,0.0,0.0
Symptoms of Depressive Disorder,By Age,united states,70 - 79 years,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,12.2,10.4,14.2,10.4 - 14.2,,0.0,0.0
Symptoms of Depressive Disorder,By Age,united states,80 years and above,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,9.1,6.9,11.6,6.9 - 11.6,,0.0,0.0
Symptoms of Depressive Disorder,By Sex,united states,Male,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,22.3,20.6,24.0,20.6 - 24.0,,0.0,0.0
Symptoms of Depressive Disorder,By Sex,united states,Female,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,25.8,24.7,27.0,24.7 - 27.0,,0.0,0.0
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,united states,Hispanic or Latino,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,27.9,24.4,31.6,24.4 - 31.6,,0.0,0.0
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,united states,"Non-Hispanic White, single race",1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,22.5,21.6,23.4,21.6 - 23.4,,0.0,0.0
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,united states,"Non-Hispanic Black, single race",1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,27.7,23.8,31.9,23.8 - 31.9,,0.0,0.0
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,united states,"Non-Hispanic Asian, single race",1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,19.5,15.4,24.3,15.4 - 24.3,,0.0,0.0
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,united states,"Non-Hispanic, other races and multiple races",1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,33.0,28.6,37.7,28.6 - 37.7,,0.0,0.0
Symptoms of Depressive Disorder,By Education,united states,Less than a high school diploma,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,31.4,25.9,37.3,25.9 - 37.3,,0.0,0.0
Symptoms of Depressive Disorder,By Education,united states,High school diploma or GED,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,27.1,24.9,29.4,24.9 - 29.4,,0.0,0.0
Symptoms of Depressive Disorder,By Education,united states,Some college/Associate's degree,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,26.5,25.0,28.1,25.0 - 28.1,,0.0,0.0
Symptoms of Depressive Disorder,By Education,united states,Bachelor's degree or higher,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,17.2,16.0,18.3,16.0 - 18.3,,0.0,0.0
Symptoms of Depressive Disorder,By State,alabama,Alabama,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,22.5,16.4,29.5,16.4 - 29.5,20.7 - 23.0,0.0,0.0
Symptoms of Depressive Disorder,By State,alaska,Alaska,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,25.1,20.3,30.4,20.3 - 30.4,23.1 - 25.6,0.0,0.0
Symptoms of Depressive Disorder,By State,arizona,Arizona,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,25.3,19.7,31.7,19.7 - 31.7,23.1 - 25.6,0.0,0.0
Symptoms of Depressive Disorder,By State,arkansas,Arkansas,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,24.5,19.2,30.5,19.2 - 30.5,23.1 - 25.6,0.0,0.0
Symptoms of Depressive Disorder,By State,california,California,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,22.8,19.2,26.8,19.2 - 26.8,20.7 - 23.0,0.0,0.0
Symptoms of Depressive Disorder,By State,colorado,Colorado,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,23.6,17.8,30.2,17.8 - 30.2,23.1 - 25.6,0.0,0.0
Symptoms of Depressive Disorder,By State,connecticut,Connecticut,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,21.5,16.2,27.6,16.2 - 27.6,20.7 - 23.0,0.0,0.0
Symptoms of Depressive Disorder,By State,delaware,Delaware,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,23.3,18.3,28.9,18.3 - 28.9,23.1 - 25.6,0.0,0.0
Symptoms of Depressive Disorder,By State,district of columbia,District of Columbia,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,30.3,22.8,38.6,22.8 - 38.6,25.7 - 35.5,0.0,0.0
Symptoms of Depressive Disorder,By State,florida,Florida,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,24.8,20.0,30.0,20.0 - 30.0,23.1 - 25.6,0.0,0.0
Symptoms of Depressive Disorder,By State,georgia,Georgia,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,25.6,20.7,30.9,20.7 - 30.9,23.1 - 25.6,0.0,0.0
Symptoms of Depressive Disorder,By State,hawaii,Hawaii,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,16.8,12.1,22.4,12.1 - 22.4,16.7 - 20.6,0.0,0.0
Symptoms of Depressive Disorder,By State,idaho,Idaho,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,17.0,13.2,21.5,13.2 - 21.5,16.7 - 20.6,0.0,0.0
Symptoms of Depressive Disorder,By State,illinois,Illinois,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,29.2,25.2,33.5,25.2 - 33.5,25.7 - 35.5,0.0,0.0
Symptoms of Depressive Disorder,By State,indiana,Indiana,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,19.9,14.8,25.8,14.8 - 25.8,16.7 - 20.6,0.0,0.0
Symptoms of Depressive Disorder,By State,iowa,Iowa,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,18.1,12.9,24.2,12.9 - 24.2,16.7 - 20.6,0.0,0.0
Symptoms of Depressive Disorder,By State,kansas,Kansas,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,16.7,12.8,21.2,12.8 - 21.2,16.7 - 20.6,0.0,0.0
Symptoms of Depressive Disorder,By State,kentucky,Kentucky,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,25.6,19.8,32.2,19.8 - 32.2,23.1 - 25.6,0.0,0.0
Symptoms of Depressive Disorder,By State,louisiana,Louisiana,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,30.0,23.2,37.5,23.2 - 37.5,25.7 - 35.5,0.0,0.0
Symptoms of Depressive Disorder,By State,maine,Maine,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,17.1,12.2,23.0,12.2 - 23.0,16.7 - 20.6,0.0,0.0
Symptoms of Depressive Disorder,By State,maryland,Maryland,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,24.6,18.3,31.8,18.3 - 31.8,23.1 - 25.6,0.0,0.0
Symptoms of Depressive Disorder,By State,massachusetts,Massachusetts,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,18.9,15.2,23.0,15.2 - 23.0,16.7 - 20.6,0.0,0.0
Symptoms of Depressive Disorder,By State,michigan,Michigan,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,23.4,18.8,28.4,18.8 - 28.4,23.1 - 25.6,0.0,0.0
Symptoms of Depressive Disorder,By State,minnesota,Minnesota,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,18.4,13.8,23.9,13.8 - 23.9,16.7 - 20.6,0.0,0.0
Symptoms of Depressive Disorder,By State,mississippi,Mississippi,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,35.5,27.5,44.1,27.5 - 44.1,25.7 - 35.5,0.0,0.0
Symptoms of Depressive Disorder,By State,missouri,Missouri,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,24.1,18.5,30.5,18.5 - 30.5,23.1 - 25.6,0.0,0.0
Symptoms of Depressive Disorder,By State,montana,Montana,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,20.8,14.7,28.2,14.7 - 28.2,20.7 - 23.0,0.0,0.0
Symptoms of Depressive Disorder,By State,nebraska,Nebraska,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,21.6,15.4,28.9,15.4 - 28.9,20.7 - 23.0,0.0,0.0
Symptoms of Depressive Disorder,By State,nevada,Nevada,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,31.2,25.4,37.5,25.4 - 37.5,25.7 - 35.5,0.0,0.0
Symptoms of Depressive Disorder,By State,new hampshire,New Hampshire,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,23.3,18.2,28.9,18.2 - 28.9,23.1 - 25.6,0.0,0.0
Symptoms of Depressive Disorder,By State,new jersey,New Jersey,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,26.4,20.3,33.2,20.3 - 33.2,25.7 - 35.5,0.0,0.0
Symptoms of Depressive Disorder,By State,new mexico,New Mexico,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,29.0,20.8,38.3,20.8 - 38.3,25.7 - 35.5,0.0,0.0
Symptoms of Depressive Disorder,By State,new york,New York,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,29.2,24.2,34.6,24.2 - 34.6,25.7 - 35.5,0.0,0.0
Symptoms of Depressive Disorder,By State,north carolina,North Carolina,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,20.2,15.6,25.5,15.6 - 25.5,16.7 - 20.6,0.0,0.0
Symptoms of Depressive Disorder,By State,north dakota,North Dakota,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,20.2,13.9,27.9,13.9 - 27.9,16.7 - 20.6,0.0,0.0
Symptoms of Depressive Disorder,By State,ohio,Ohio,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,26.4,21.3,32.1,21.3 - 32.1,25.7 - 35.5,0.0,0.0
Symptoms of Depressive Disorder,By State,oklahoma,Oklahoma,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,20.7,15.4,26.9,15.4 - 26.9,20.7 - 23.0,0.0,0.0
